id,score,weight
de16577bc18248f9bbe7c2f6712fe394,153,0.3514858408868753
c5399493a1a04909b63c9fa3e8a29402,201,0.7019956365708135
89725dfb09d34a28a59bc166cb054649,849,0.7101126192764912
2a3953b730304669a0e8a5343ea811a0,978,0.2910895707166501
34214890a1264c2187e5c6feac137568,224,0.14449685346157026
06042eaf93414b48832fadc09c1c3c29,975,0.30897493215611493
6def1c88e79c49a0b245b4551a6268d7,303,0.42265461441879604
1dd3f003183a48ec8b5a708ef90c924c,105,0.6883230498624586
8750fc00c2ea4367b9727f335125459d,481,0.11698470312358955
e4835fdffaba4f029f9e7b44b9272a79,508,0.9598511032939206
c1bcc83a0a7e4e889bc81293ae9cbd94,907,0.7343114724399542
06f36d44333847a4b8b4cbc514349753,254a0c1dd43c4d1a9bb3deb2065c9d04,0.2504546738082408
254a0c1dd43c4d1a9bb3deb2065c9d04,26,0.6021485620769114
680a45a37371473b8316950913303b6a,786,0.2509644999041928
9a36d0f6fec24dcc93b3b48f7afb28d9,575,0.20596866371810651
8fde8239ab4142b9a46fe68364ee0bf1,928,0.8228955157620835
fd48ccda0bff4ad4a772eb23346f453a,565,0.9710490033295051
a1710f43648b464c954a3b634e4942b4,992,0.3869780519827367
ea737657dad84e3286097f31716f98f0,619,0.026622384034992508
c912434f73fa4a049d51a0314299968d,411,0.3813194375623511
f4dc07cc269f4ee4bf34b83e18270be1,271,0.29388934727067706
a05099bf30654934b1f8ebbd859e2e77,86,0.16103682646039486
b86572843ee24e1ba9bb075fed910296,82,0.8845452967947723
e03b43d9f4ac4453886f2e609d9c5df4,322,0.23997997459487752
e444111fc86946789788320e36244292,52,0.4401250463856361
c5cafc881eb543c88e27aaf655daa77d,444,0.5691107364571353
2e1fb1dba1b642ac8c255a255cb1418c,978,0.9840943996561994
0b08ccb9af214f428364f71e3c73c131,640,0.33322634841790466
804d93665ab448158bc63d610584e89d,379,0.1995168699931067
a0ed14609f5641a48bf1a07ac00eef05,250,0.1370725002647144
d717496bce8a43b590a7c819cc489c8d,708,0.6953605609721878
1797c6e0a35340508ba5d959323670ff,743,0.24447528294960097
c59aab1b8e34494bb513cbf2e2c6fbbf,51,0.07964268368472238
caf37c16f0664983aa0656bad039bebc,579,0.6718638289783692
cffcc6dcfa7c40fa8b35364b827738e3,886,0.7866336149109556
89d49aead5b8458c9c444cb213e9a588,847,0.9851012952028383
3883ae746f04486b99aeebd59433f0b8,842,0.3600377058503228
186c6c3abe914eec888eb5708eb0ce95,556,0.545979953860246
930728e91ac24e33b8f78f367e24e8a5,41,0.5686262028265981
c01100cd6852473992b54cd83e3501f3,423,0.8733823675463852
bffb3251ebc942ee871e029661732676,189,0.369398943555844
419c631c31cb47258709bd6270eb6446,232,0.26108713270213946
659d4cac44964c9191df50fbde5b99c5,50,0.30210956742266193
a8c8eec52d45456ebb73e3388fec2a3b,305,0.9153547378062369
bf7c52a12cb54f959928afd56726048a,793,0.7073889348893717
46e9df7835c04beca40e90119184325c,542,0.11988982341828014
4ee4343a712a43cf994b47d8c2712c5e,369,0.5364748717277203
bd81e16e7e954ac499c6a3d436d3d865,688,0.3891316396834692
83b60d2f158f4139bfecf1786403bb03,525,0.7106116017028274
6fc44fe7760a4143b7a5fa77c3cc74fc,347,0.5577651420260364
